kecamatan_id,kecamatan_nama,month_start,disease,cases
33.74.01,Semarang Tengah,2024-03-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2024-04-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2024-05-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2024-06-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2024-07-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2024-08-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2024-09-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2024-10-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2024-11-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2024-12-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2025-01-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2025-02-01,LEPTOSPIROSIS,1
33.74.01,Semarang Tengah,2025-03-01,LEPTOSPIROSIS,1
33.74.01,Semarang Tengah,2025-04-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2025-05-01,LEPTOSPIROSIS,1
33.74.01,Semarang Tengah,2025-06-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2025-07-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2025-08-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2025-09-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2025-10-01,LEPTOSPIROSIS,0
33.74.01,Semarang Tengah,2025-11-01,LEPTOSPIROSIS,1
33.74.01,Semarang Tengah,2025-12-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2021-01-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2021-02-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2021-03-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2021-04-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2021-05-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2021-06-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2021-07-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2021-08-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2021-09-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2021-10-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2021-11-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2021-12-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-01-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2022-02-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-03-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-04-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-05-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-06-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2022-07-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-08-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-09-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-10-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-11-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2022-12-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2023-01-01,LEPTOSPIROSIS,2
33.74.02,Semarang Utara,2023-02-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2023-03-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2023-04-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2023-05-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2023-06-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2023-07-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2023-08-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2023-09-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2023-10-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2023-11-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2023-12-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-01-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2024-02-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2024-03-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-04-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-05-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-06-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-07-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-08-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-09-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-10-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-11-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2024-12-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2025-01-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2025-02-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2025-03-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2025-04-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2025-05-01,LEPTOSPIROSIS,1
33.74.02,Semarang Utara,2025-06-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2025-07-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2025-08-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2025-09-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2025-10-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2025-11-01,LEPTOSPIROSIS,0
33.74.02,Semarang Utara,2025-12-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2021-01-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2021-02-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2021-03-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2021-04-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2021-05-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2021-06-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2021-07-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2021-08-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2021-09-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2021-10-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2021-11-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2021-12-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2022-01-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2022-02-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2022-03-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2022-04-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2022-05-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2022-06-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2022-07-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2022-08-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2022-09-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2022-10-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2022-11-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2022-12-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-01-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2023-02-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-03-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-04-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-05-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-06-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-07-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-08-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-09-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-10-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-11-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2023-12-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-01-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2024-02-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2024-03-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-04-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-05-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-06-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-07-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-08-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-09-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-10-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-11-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2024-12-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-01-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-02-01,LEPTOSPIROSIS,1
33.74.03,Semarang Timur,2025-03-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-04-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-05-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-06-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-07-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-08-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-09-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-10-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-11-01,LEPTOSPIROSIS,0
33.74.03,Semarang Timur,2025-12-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2021-01-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2021-02-01,LEPTOSPIROSIS,1
33.74.04,Semarang Selatan,2021-03-01,LEPTOSPIROSIS,1
33.74.04,Semarang Selatan,2021-04-01,LEPTOSPIROSIS,1
33.74.04,Semarang Selatan,2021-05-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2021-06-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2021-07-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2021-08-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2021-09-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2021-10-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2021-11-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2021-12-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-01-01,LEPTOSPIROSIS,1
33.74.04,Semarang Selatan,2022-02-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-03-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-04-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-05-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-06-01,LEPTOSPIROSIS,1
33.74.04,Semarang Selatan,2022-07-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-08-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-09-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-10-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-11-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2022-12-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-01-01,LEPTOSPIROSIS,1
33.74.04,Semarang Selatan,2023-02-01,LEPTOSPIROSIS,1
33.74.04,Semarang Selatan,2023-03-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-04-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-05-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-06-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-07-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-08-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-09-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-10-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-11-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2023-12-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-01-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-02-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-03-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-04-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-05-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-06-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-07-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-08-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-09-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-10-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-11-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2024-12-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-01-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-02-01,LEPTOSPIROSIS,1
33.74.04,Semarang Selatan,2025-03-01,LEPTOSPIROSIS,1
33.74.04,Semarang Selatan,2025-04-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-05-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-06-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-07-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-08-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-09-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-10-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-11-01,LEPTOSPIROSIS,0
33.74.04,Semarang Selatan,2025-12-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-01-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-02-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2021-03-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2021-04-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-05-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-06-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-07-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-08-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-09-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-10-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-11-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2021-12-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-01-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-02-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-03-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-04-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-05-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-06-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-07-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-08-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-09-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-10-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-11-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2022-12-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2023-01-01,LEPTOSPIROSIS,2
33.74.05,Semarang Barat,2023-02-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2023-03-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2023-04-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2023-05-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2023-06-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2023-07-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2023-08-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2023-09-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2023-10-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2023-11-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2023-12-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2024-01-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2024-02-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2024-03-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2024-04-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2024-05-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2024-06-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2024-07-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2024-08-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2024-09-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2024-10-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2024-11-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2024-12-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2025-01-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2025-02-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2025-03-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2025-04-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2025-05-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2025-06-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2025-07-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2025-08-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2025-09-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2025-10-01,LEPTOSPIROSIS,0
33.74.05,Semarang Barat,2025-11-01,LEPTOSPIROSIS,1
33.74.05,Semarang Barat,2025-12-01,LEPTOSPIROSIS,1
33.74.06,Gayamsari,2021-01-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2021-02-01,LEPTOSPIROSIS,1
33.74.06,Gayamsari,2021-03-01,LEPTOSPIROSIS,1
33.74.06,Gayamsari,2021-04-01,LEPTOSPIROSIS,1
33.74.06,Gayamsari,2021-05-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2021-06-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2021-07-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2021-08-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2021-09-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2021-10-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2021-11-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2021-12-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-01-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-02-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-03-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-04-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-05-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-06-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-07-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-08-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-09-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-10-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-11-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2022-12-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-01-01,LEPTOSPIROSIS,1
33.74.06,Gayamsari,2023-02-01,LEPTOSPIROSIS,1
33.74.06,Gayamsari,2023-03-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-04-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-05-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-06-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-07-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-08-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-09-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-10-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-11-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2023-12-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-01-01,LEPTOSPIROSIS,1
33.74.06,Gayamsari,2024-02-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-03-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-04-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-05-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-06-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-07-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-08-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-09-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-10-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-11-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2024-12-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-01-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-02-01,LEPTOSPIROSIS,1
33.74.06,Gayamsari,2025-03-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-04-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-05-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-06-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-07-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-08-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-09-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-10-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-11-01,LEPTOSPIROSIS,0
33.74.06,Gayamsari,2025-12-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2021-01-01,LEPTOSPIROSIS,1
33.74.07,Candisari,2021-02-01,LEPTOSPIROSIS,2
33.74.07,Candisari,2021-03-01,LEPTOSPIROSIS,1
33.74.07,Candisari,2021-04-01,LEPTOSPIROSIS,1
33.74.07,Candisari,2021-05-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2021-06-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2021-07-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2021-08-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2021-09-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2021-10-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2021-11-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2021-12-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2022-01-01,LEPTOSPIROSIS,2
33.74.07,Candisari,2022-02-01,LEPTOSPIROSIS,1
33.74.07,Candisari,2022-03-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2022-04-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2022-05-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2022-06-01,LEPTOSPIROSIS,1
33.74.07,Candisari,2022-07-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2022-08-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2022-09-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2022-10-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2022-11-01,LEPTOSPIROSIS,1
33.74.07,Candisari,2022-12-01,LEPTOSPIROSIS,0
33.74.07,Candisari,2023-01-01,LEPTOSPIROSIS,1
33.74.07,Candisari,2023-02-01,LEPTOSPIROSIS,1
33.74.07,Candisari,2023-03-01,LEPTOSPIROSIS,1
33.74.07,Candisari,2023-04-01,LEPTOSPIROSIS,1
