kecamatan_id,kecamatan_nama,month_start,rainfall_mm,temp_mean_c,humidity_pct
33.74.06,Gayamsari,2026-08-01,11.2,28.6,62.1
33.74.06,Gayamsari,2026-09-01,17.2,29.1,59.9
33.74.07,Candisari,2021-01-01,292.4,25.7,87.8
33.74.07,Candisari,2021-02-01,364.0,25.6,87.4
33.74.07,Candisari,2021-03-01,157.0,26.3,86.2
33.74.07,Candisari,2021-04-01,84.2,26.9,81.2
33.74.07,Candisari,2021-05-01,153.2,27.8,76.7
33.74.07,Candisari,2021-06-01,111.9,27.0,80.2
33.74.07,Candisari,2021-07-01,9.9,28.2,62.9
33.74.07,Candisari,2021-08-01,64.2,28.5,64.4
33.74.07,Candisari,2021-09-01,59.2,28.4,67.2
33.74.07,Candisari,2021-10-01,121.2,28.2,71.6
33.74.07,Candisari,2021-11-01,246.4,26.4,85.5
33.74.07,Candisari,2021-12-01,302.2,26.3,86.6
33.74.07,Candisari,2022-01-01,241.8,26.0,84.8
33.74.07,Candisari,2022-02-01,236.4,26.1,84.4
33.74.07,Candisari,2022-03-01,248.5,26.4,86.0
33.74.07,Candisari,2022-04-01,118.1,26.8,81.9
33.74.07,Candisari,2022-05-01,173.1,27.0,82.4
33.74.07,Candisari,2022-06-01,182.7,26.4,80.6
33.74.07,Candisari,2022-07-01,74.2,27.3,71.4
33.74.07,Candisari,2022-08-01,45.7,27.9,67.6
33.74.07,Candisari,2022-09-01,76.1,28.1,69.2
33.74.07,Candisari,2022-10-01,202.5,26.4,83.2
33.74.07,Candisari,2022-11-01,353.6,26.3,85.1
33.74.07,Candisari,2022-12-01,215.8,26.2,83.9
33.74.07,Candisari,2023-01-01,214.0,25.9,85.7
33.74.07,Candisari,2023-02-01,302.2,25.8,85.8
33.74.07,Candisari,2023-03-01,295.7,26.2,85.0
33.74.07,Candisari,2023-04-01,178.0,26.7,83.3
33.74.07,Candisari,2023-05-01,66.1,27.6,74.2
33.74.07,Candisari,2023-06-01,47.5,28.2,70.3
33.74.07,Candisari,2023-07-01,18.5,28.1,63.4
33.74.07,Candisari,2023-08-01,1.8,28.3,60.9
33.74.07,Candisari,2023-09-01,14.0,28.8,56.9
33.74.07,Candisari,2023-10-01,25.3,29.6,62.8
33.74.07,Candisari,2023-11-01,110.9,28.3,77.4
33.74.07,Candisari,2023-12-01,111.1,27.9,77.6
33.74.07,Candisari,2024-01-01,274.1,26.8,86.0
33.74.07,Candisari,2024-02-01,247.6,27.0,85.4
33.74.07,Candisari,2024-03-01,217.4,27.2,83.7
33.74.07,Candisari,2024-04-01,194.5,27.8,82.9
33.74.07,Candisari,2024-05-01,29.3,29.7,66.4
33.74.07,Candisari,2024-06-01,69.8,28.4,71.5
33.74.07,Candisari,2024-07-01,36.5,28.0,64.9
33.74.07,Candisari,2024-08-01,14.0,28.4,61.9
33.74.07,Candisari,2024-09-01,79.3,28.5,66.3
33.74.07,Candisari,2024-10-01,59.0,29.3,65.5
33.74.07,Candisari,2024-11-01,287.1,27.6,81.4
33.74.07,Candisari,2024-12-01,302.6,26.8,86.6
33.74.07,Candisari,2025-01-01,287.0,26.2,86.4
33.74.07,Candisari,2025-02-01,153.7,26.4,83.9
33.74.07,Candisari,2025-03-01,154.7,27.1,82.8
33.74.07,Candisari,2025-04-01,134.2,27.5,79.4
33.74.07,Candisari,2025-05-01,243.0,27.3,82.1
33.74.07,Candisari,2025-06-01,89.7,27.8,73.1
33.74.07,Candisari,2025-07-01,35.8,28.2,65.1
33.74.07,Candisari,2025-08-01,141.2,27.8,70.4
33.74.07,Candisari,2025-09-01,112.9,28.4,68.7
33.74.07,Candisari,2025-10-01,263.5,28.2,74.2
33.74.07,Candisari,2025-11-01,173.1,27.3,80.1
33.74.07,Candisari,2025-12-01,176.6,27.0,82.8
33.74.07,Candisari,2026-01-01,298.3,26.0,83.6
33.74.07,Candisari,2026-02-01,223.2,26.1,84.2
33.74.07,Candisari,2026-03-01,150.7,27.1,79.0
33.74.07,Candisari,2026-04-01,164.1,28.3,74.7
33.74.07,Candisari,2026-05-01,93.3,28.5,74.5
33.74.07,Candisari,2026-06-01,37.3,28.7,65.4
33.74.07,Candisari,2026-07-01,3.2,28.5,57.5
33.74.07,Candisari,2026-08-01,11.2,28.6,62.1
33.74.07,Candisari,2026-09-01,17.2,29.1,59.9
33.74.08,Gajahmungkur,2021-01-01,292.4,25.7,87.8
33.74.08,Gajahmungkur,2021-02-01,364.0,25.6,87.4
33.74.08,Gajahmungkur,2021-03-01,157.0,26.3,86.2
33.74.08,Gajahmungkur,2021-04-01,84.2,26.9,81.2
33.74.08,Gajahmungkur,2021-05-01,153.2,27.8,76.7
33.74.08,Gajahmungkur,2021-06-01,111.9,27.0,80.2
33.74.08,Gajahmungkur,2021-07-01,9.9,28.2,62.9
33.74.08,Gajahmungkur,2021-08-01,64.2,28.5,64.4
33.74.08,Gajahmungkur,2021-09-01,59.2,28.4,67.2
33.74.08,Gajahmungkur,2021-10-01,121.2,28.2,71.6
33.74.08,Gajahmungkur,2021-11-01,246.4,26.4,85.5
33.74.08,Gajahmungkur,2021-12-01,302.2,26.3,86.6
33.74.08,Gajahmungkur,2022-01-01,241.8,26.0,84.8
33.74.08,Gajahmungkur,2022-02-01,236.4,26.1,84.4
33.74.08,Gajahmungkur,2022-03-01,248.5,26.4,86.0
33.74.08,Gajahmungkur,2022-04-01,118.1,26.8,81.9
33.74.08,Gajahmungkur,2022-05-01,173.1,27.0,82.4
33.74.08,Gajahmungkur,2022-06-01,182.7,26.4,80.6
33.74.08,Gajahmungkur,2022-07-01,74.2,27.3,71.4
33.74.08,Gajahmungkur,2022-08-01,45.7,27.9,67.6
33.74.08,Gajahmungkur,2022-09-01,76.1,28.1,69.2
33.74.08,Gajahmungkur,2022-10-01,202.5,26.4,83.2
33.74.08,Gajahmungkur,2022-11-01,353.6,26.3,85.1
33.74.08,Gajahmungkur,2022-12-01,215.8,26.2,83.9
33.74.08,Gajahmungkur,2023-01-01,214.0,25.9,85.7
33.74.08,Gajahmungkur,2023-02-01,302.2,25.8,85.8
33.74.08,Gajahmungkur,2023-03-01,295.7,26.2,85.0
33.74.08,Gajahmungkur,2023-04-01,178.0,26.7,83.3
33.74.08,Gajahmungkur,2023-05-01,66.1,27.6,74.2
33.74.08,Gajahmungkur,2023-06-01,47.5,28.2,70.3
33.74.08,Gajahmungkur,2023-07-01,18.5,28.1,63.4
33.74.08,Gajahmungkur,2023-08-01,1.8,28.3,60.9
33.74.08,Gajahmungkur,2023-09-01,14.0,28.8,56.9
33.74.08,Gajahmungkur,2023-10-01,25.3,29.6,62.8
33.74.08,Gajahmungkur,2023-11-01,110.9,28.3,77.4
33.74.08,Gajahmungkur,2023-12-01,111.1,27.9,77.6
33.74.08,Gajahmungkur,2024-01-01,274.1,26.8,86.0
33.74.08,Gajahmungkur,2024-02-01,247.6,27.0,85.4
33.74.08,Gajahmungkur,2024-03-01,217.4,27.2,83.7
33.74.08,Gajahmungkur,2024-04-01,194.5,27.8,82.9
33.74.08,Gajahmungkur,2024-05-01,29.3,29.7,66.4
33.74.08,Gajahmungkur,2024-06-01,69.8,28.4,71.5
33.74.08,Gajahmungkur,2024-07-01,36.5,28.0,64.9
33.74.08,Gajahmungkur,2024-08-01,14.0,28.4,61.9
33.74.08,Gajahmungkur,2024-09-01,79.3,28.5,66.3
33.74.08,Gajahmungkur,2024-10-01,59.0,29.3,65.5
33.74.08,Gajahmungkur,2024-11-01,287.1,27.6,81.4
33.74.08,Gajahmungkur,2024-12-01,302.6,26.8,86.6
33.74.08,Gajahmungkur,2025-01-01,287.0,26.2,86.4
33.74.08,Gajahmungkur,2025-02-01,153.7,26.4,83.9
33.74.08,Gajahmungkur,2025-03-01,154.7,27.1,82.8
33.74.08,Gajahmungkur,2025-04-01,134.2,27.5,79.4
33.74.08,Gajahmungkur,2025-05-01,243.0,27.3,82.1
33.74.08,Gajahmungkur,2025-06-01,89.7,27.8,73.1
33.74.08,Gajahmungkur,2025-07-01,35.8,28.2,65.1
33.74.08,Gajahmungkur,2025-08-01,141.2,27.8,70.4
33.74.08,Gajahmungkur,2025-09-01,112.9,28.4,68.7
33.74.08,Gajahmungkur,2025-10-01,263.5,28.2,74.2
33.74.08,Gajahmungkur,2025-11-01,173.1,27.3,80.1
33.74.08,Gajahmungkur,2025-12-01,176.6,27.0,82.8
33.74.08,Gajahmungkur,2026-01-01,298.3,26.0,83.6
33.74.08,Gajahmungkur,2026-02-01,223.2,26.1,84.2
33.74.08,Gajahmungkur,2026-03-01,150.7,27.1,79.0
33.74.08,Gajahmungkur,2026-04-01,164.1,28.3,74.7
33.74.08,Gajahmungkur,2026-05-01,93.3,28.5,74.5
33.74.08,Gajahmungkur,2026-06-01,37.3,28.7,65.4
33.74.08,Gajahmungkur,2026-07-01,3.2,28.5,57.5
33.74.08,Gajahmungkur,2026-08-01,11.2,28.6,62.1
33.74.08,Gajahmungkur,2026-09-01,17.2,29.1,59.9
33.74.09,Genuk,2021-01-01,280.1,25.7,88.8
33.74.09,Genuk,2021-02-01,322.5,25.7,87.8
33.74.09,Genuk,2021-03-01,150.0,26.4,86.3
33.74.09,Genuk,2021-04-01,109.4,27.0,81.6
33.74.09,Genuk,2021-05-01,139.1,27.8,78.2
33.74.09,Genuk,2021-06-01,156.3,26.9,82.3
33.74.09,Genuk,2021-07-01,10.6,28.2,64.2
33.74.09,Genuk,2021-08-01,69.1,28.8,62.5
33.74.09,Genuk,2021-09-01,92.8,28.6,67.0
33.74.09,Genuk,2021-10-01,138.5,28.3,72.0
33.74.09,Genuk,2021-11-01,327.5,26.3,86.4
33.74.09,Genuk,2021-12-01,257.8,26.3,86.6
33.74.09,Genuk,2022-01-01,211.8,26.1,84.6
33.74.09,Genuk,2022-02-01,257.3,26.2,84.8
33.74.09,Genuk,2022-03-01,219.9,26.4,86.1
33.74.09,Genuk,2022-04-01,142.8,26.9,82.9
33.74.09,Genuk,2022-05-01,170.8,26.9,83.5
33.74.09,Genuk,2022-06-01,184.5,26.3,82.0
33.74.09,Genuk,2022-07-01,61.3,27.4,70.9
33.74.09,Genuk,2022-08-01,48.3,28.2,66.0
33.74.09,Genuk,2022-09-01,91.3,28.2,69.4
33.74.09,Genuk,2022-10-01,206.0,26.5,82.5
33.74.09,Genuk,2022-11-01,388.3,26.2,86.0
33.74.09,Genuk,2022-12-01,218.6,26.2,84.4
33.74.09,Genuk,2023-01-01,164.2,26.0,85.3
33.74.09,Genuk,2023-02-01,255.9,25.9,85.6
33.74.09,Genuk,2023-03-01,287.4,26.2,85.5
33.74.09,Genuk,2023-04-01,165.4,26.7,83.9
33.74.09,Genuk,2023-05-01,81.4,27.8,73.4
33.74.09,Genuk,2023-06-01,51.6,28.4,69.4
33.74.09,Genuk,2023-07-01,25.8,28.2,62.1
33.74.09,Genuk,2023-08-01,2.0,28.4,60.3
33.74.09,Genuk,2023-09-01,7.7,28.9,55.5
33.74.09,Genuk,2023-10-01,29.6,29.8,62.9
33.74.09,Genuk,2023-11-01,132.0,28.4,76.7
33.74.09,Genuk,2023-12-01,168.1,27.8,78.7
33.74.09,Genuk,2024-01-01,256.7,26.6,87.5
33.74.09,Genuk,2024-02-01,250.3,27.0,85.8
33.74.09,Genuk,2024-03-01,201.4,27.3,83.5
33.74.09,Genuk,2024-04-01,211.7,27.8,83.1
33.74.09,Genuk,2024-05-01,34.9,29.9,64.6
33.74.09,Genuk,2024-06-01,84.2,28.4,71.9
33.74.09,Genuk,2024-07-01,44.8,28.1,64.2
33.74.09,Genuk,2024-08-01,16.6,28.8,58.7
33.74.09,Genuk,2024-09-01,102.1,28.5,66.1
33.74.09,Genuk,2024-10-01,62.1,29.3,65.7
33.74.09,Genuk,2024-11-01,300.2,27.6,81.8
33.74.09,Genuk,2024-12-01,188.9,27.0,84.4
33.74.09,Genuk,2025-01-01,238.1,26.5,84.6
33.74.09,Genuk,2025-02-01,138.2,26.8,81.9
33.74.09,Genuk,2025-03-01,212.2,27.1,83.0
33.74.09,Genuk,2025-04-01,150.2,27.7,78.2
33.74.09,Genuk,2025-05-01,270.2,27.1,83.3
33.74.09,Genuk,2025-06-01,90.5,27.5,75.3
33.74.09,Genuk,2025-07-01,40.7,28.0,66.3
33.74.09,Genuk,2025-08-01,141.4,27.7,70.9
33.74.09,Genuk,2025-09-01,125.5,28.3,68.8
33.74.09,Genuk,2025-10-01,299.4,28.3,73.7
33.74.09,Genuk,2025-11-01,251.2,27.1,82.4
33.74.09,Genuk,2025-12-01,173.5,26.9,83.4
33.74.09,Genuk,2026-01-01,262.9,26.1,83.1
33.74.09,Genuk,2026-02-01,196.1,26.3,83.5
33.74.09,Genuk,2026-03-01,175.2,27.5,77.1
33.74.09,Genuk,2026-04-01,189.3,28.2,75.9
33.74.09,Genuk,2026-05-01,82.5,28.4,76.0
33.74.09,Genuk,2026-06-01,43.2,28.1,69.7
33.74.09,Genuk,2026-07-01,2.6,27.9,61.7
33.74.09,Genuk,2026-08-01,8.5,28.5,62.7
33.74.09,Genuk,2026-09-01,18.0,29.2,59.8
33.74.10,Pedurungan,2021-01-01,280.1,25.8,88.8
33.74.10,Pedurungan,2021-02-01,322.5,25.8,87.8
33.74.10,Pedurungan,2021-03-01,150.0,26.5,86.3
33.74.10,Pedurungan,2021-04-01,109.4,27.2,81.6
33.74.10,Pedurungan,2021-05-01,139.1,28.0,78.3
33.74.10,Pedurungan,2021-06-01,156.3,27.1,82.4
33.74.10,Pedurungan,2021-07-01,10.6,28.3,64.2
33.74.10,Pedurungan,2021-08-01,69.1,29.0,62.5
33.74.10,Pedurungan,2021-09-01,92.8,28.7,67.0
33.74.10,Pedurungan,2021-10-01,138.5,28.4,72.0
33.74.10,Pedurungan,2021-11-01,327.5,26.5,86.4
33.74.10,Pedurungan,2021-12-01,257.8,26.5,86.6
33.74.10,Pedurungan,2022-01-01,211.8,26.2,84.6
33.74.10,Pedurungan,2022-02-01,257.3,26.4,84.8
33.74.10,Pedurungan,2022-03-01,219.9,26.5,86.2
33.74.10,Pedurungan,2022-04-01,142.8,27.0,82.9
33.74.10,Pedurungan,2022-05-01,170.8,27.0,83.5
33.74.10,Pedurungan,2022-06-01,184.5,26.5,82.1
33.74.10,Pedurungan,2022-07-01,61.3,27.6,70.9
33.74.10,Pedurungan,2022-08-01,48.3,28.3,66.0
33.74.10,Pedurungan,2022-09-01,91.3,28.3,69.4
33.74.10,Pedurungan,2022-10-01,206.0,26.6,82.6
33.74.10,Pedurungan,2022-11-01,388.3,26.4,86.0
33.74.10,Pedurungan,2022-12-01,218.6,26.4,84.4
33.74.10,Pedurungan,2023-01-01,164.2,26.2,85.3
33.74.10,Pedurungan,2023-02-01,255.9,26.0,85.6
33.74.10,Pedurungan,2023-03-01,287.4,26.4,85.5
33.74.10,Pedurungan,2023-04-01,165.4,26.9,83.9
33.74.10,Pedurungan,2023-05-01,81.4,28.0,73.4
33.74.10,Pedurungan,2023-06-01,51.6,28.5,69.4
33.74.10,Pedurungan,2023-07-01,25.8,28.4,62.1
33.74.10,Pedurungan,2023-08-01,2.0,28.5,60.4
33.74.10,Pedurungan,2023-09-01,7.7,29.1,55.6
33.74.10,Pedurungan,2023-10-01,29.6,29.9,62.9
33.74.10,Pedurungan,2023-11-01,132.0,28.5,76.7
33.74.10,Pedurungan,2023-12-01,168.1,27.9,78.7
33.74.10,Pedurungan,2024-01-01,256.7,26.8,87.5
33.74.10,Pedurungan,2024-02-01,250.3,27.2,85.8
33.74.10,Pedurungan,2024-03-01,201.4,27.5,83.5
33.74.10,Pedurungan,2024-04-01,211.7,28.0,83.1
33.74.10,Pedurungan,2024-05-01,34.9,30.1,64.6
33.74.10,Pedurungan,2024-06-01,84.2,28.5,71.9
33.74.10,Pedurungan,2024-07-01,44.8,28.3,64.2
33.74.10,Pedurungan,2024-08-01,16.6,28.9,58.7
33.74.10,Pedurungan,2024-09-01,102.1,28.7,66.1
33.74.10,Pedurungan,2024-10-01,62.1,29.5,65.7
33.74.10,Pedurungan,2024-11-01,300.2,27.7,81.8
33.74.10,Pedurungan,2024-12-01,188.9,27.2,84.4
33.74.10,Pedurungan,2025-01-01,238.1,26.7,84.6
33.74.10,Pedurungan,2025-02-01,138.2,27.0,82.0
33.74.10,Pedurungan,2025-03-01,212.2,27.3,83.0
33.74.10,Pedurungan,2025-04-01,150.2,27.9,78.3
33.74.10,Pedurungan,2025-05-01,270.2,27.3,83.3
33.74.10,Pedurungan,2025-06-01,90.5,27.7,75.3
33.74.10,Pedurungan,2025-07-01,40.7,28.1,66.3
33.74.10,Pedurungan,2025-08-01,141.4,27.8,70.9
33.74.10,Pedurungan,2025-09-01,125.5,28.5,68.8
33.74.10,Pedurungan,2025-10-01,299.4,28.5,73.8
33.74.10,Pedurungan,2025-11-01,251.2,27.2,82.4
33.74.10,Pedurungan,2025-12-01,173.5,27.1,83.4
33.74.10,Pedurungan,2026-01-01,262.9,26.3,83.1
33.74.10,Pedurungan,2026-02-01,196.1,26.4,83.6
33.74.10,Pedurungan,2026-03-01,175.2,27.7,77.1
33.74.10,Pedurungan,2026-04-01,189.3,28.4,76.0
33.74.10,Pedurungan,2026-05-01,82.5,28.5,76.1
33.74.10,Pedurungan,2026-06-01,43.2,28.3,69.7
33.74.10,Pedurungan,2026-07-01,2.6,28.0,61.8
33.74.10,Pedurungan,2026-08-01,8.5,28.6,62.8
33.74.10,Pedurungan,2026-09-01,18.0,29.4,59.8
33.74.11,Tembalang,2021-01-01,480.5,24.7,90.0
33.74.11,Tembalang,2021-02-01,386.5,24.7,88.6
33.74.11,Tembalang,2021-03-01,303.0,25.3,87.9
33.74.11,Tembalang,2021-04-01,144.2,26.0,82.8
33.74.11,Tembalang,2021-05-01,183.7,27.0,77.8
33.74.11,Tembalang,2021-06-01,154.2,26.0,82.0
33.74.11,Tembalang,2021-07-01,13.5,27.5,63.1
33.74.11,Tembalang,2021-08-01,87.0,27.7,65.0
33.74.11,Tembalang,2021-09-01,80.3,27.6,67.6
33.74.11,Tembalang,2021-10-01,149.3,27.5,71.5
33.74.11,Tembalang,2021-11-01,407.7,25.5,87.5
33.74.11,Tembalang,2021-12-01,416.8,25.3,88.9
33.74.11,Tembalang,2022-01-01,324.5,25.1,86.4
33.74.11,Tembalang,2022-02-01,324.1,25.2,86.2
33.74.11,Tembalang,2022-03-01,458.6,25.4,87.6
33.74.11,Tembalang,2022-04-01,258.1,25.9,83.7
33.74.11,Tembalang,2022-05-01,203.7,26.0,83.8
33.74.11,Tembalang,2022-06-01,179.6,25.5,81.6
33.74.11,Tembalang,2022-07-01,66.8,26.5,72.2
33.74.11,Tembalang,2022-08-01,74.1,27.2,68.0
33.74.11,Tembalang,2022-09-01,102.1,27.4,69.2
33.74.11,Tembalang,2022-10-01,394.1,25.5,84.2
33.74.11,Tembalang,2022-11-01,522.3,25.3,86.9
33.74.11,Tembalang,2022-12-01,386.6,25.3,85.5
33.74.11,Tembalang,2023-01-01,339.0,25.0,87.5
33.74.11,Tembalang,2023-02-01,397.8,24.8,87.4
33.74.11,Tembalang,2023-03-01,361.4,25.4,86.3
33.74.11,Tembalang,2023-04-01,323.1,25.8,84.9
33.74.11,Tembalang,2023-05-01,76.2,26.8,75.0
33.74.11,Tembalang,2023-06-01,70.5,27.3,71.0
33.74.11,Tembalang,2023-07-01,43.7,27.0,66.2
33.74.11,Tembalang,2023-08-01,5.4,27.4,62.1
33.74.11,Tembalang,2023-09-01,12.1,28.1,56.5
33.74.11,Tembalang,2023-10-01,25.8,29.1,61.9
33.74.11,Tembalang,2023-11-01,160.0,27.6,77.3
33.74.11,Tembalang,2023-12-01,200.0,27.0,79.3
33.74.11,Tembalang,2024-01-01,400.7,25.9,88.0
33.74.11,Tembalang,2024-02-01,404.6,26.1,87.4
33.74.11,Tembalang,2024-03-01,317.9,26.3,85.7
33.74.11,Tembalang,2024-04-01,309.8,26.9,85.1
33.74.11,Tembalang,2024-05-01,45.0,28.2,72.0
33.74.11,Tembalang,2024-06-01,82.4,27.4,73.9
33.74.11,Tembalang,2024-07-01,38.4,27.1,66.8
33.74.11,Tembalang,2024-08-01,14.7,27.7,62.3
33.74.11,Tembalang,2024-09-01,101.5,27.6,67.5
33.74.11,Tembalang,2024-10-01,42.0,28.5,66.8
33.74.11,Tembalang,2024-11-01,312.1,26.9,81.8
33.74.11,Tembalang,2024-12-01,447.3,25.9,87.9
33.74.11,Tembalang,2025-01-01,381.7,25.3,87.9
33.74.11,Tembalang,2025-02-01,252.1,25.6,85.0
33.74.11,Tembalang,2025-03-01,277.3,26.0,85.1
33.74.11,Tembalang,2025-04-01,214.8,26.2,82.5
33.74.11,Tembalang,2025-05-01,301.8,26.1,84.6
33.74.11,Tembalang,2025-06-01,87.1,26.4,77.4
33.74.11,Tembalang,2025-07-01,48.5,26.8,69.8
33.74.11,Tembalang,2025-08-01,147.1,26.7,72.7
33.74.11,Tembalang,2025-09-01,97.3,27.4,70.2
33.74.11,Tembalang,2025-10-01,310.5,27.4,74.7
33.74.11,Tembalang,2025-11-01,288.4,26.1,84.0
33.74.11,Tembalang,2025-12-01,319.5,25.9,85.7
33.74.11,Tembalang,2026-01-01,326.3,25.1,84.8
33.74.11,Tembalang,2026-02-01,279.1,25.3,85.3
33.74.11,Tembalang,2026-03-01,209.4,26.0,82.3
33.74.11,Tembalang,2026-04-01,203.2,27.0,79.2
33.74.11,Tembalang,2026-05-01,101.5,27.2,78.5
33.74.11,Tembalang,2026-06-01,40.4,26.9,73.3
33.74.11,Tembalang,2026-07-01,7.6,26.6,65.1
33.74.11,Tembalang,2026-08-01,16.6,27.2,67.1
33.74.11,Tembalang,2026-09-01,17.1,28.0,62.5
33.74.12,Banyumanik,2021-01-01,480.5,24.7,90.0
33.74.12,Banyumanik,2021-02-01,386.5,24.7,88.6
33.74.12,Banyumanik,2021-03-01,303.0,25.3,87.9
33.74.12,Banyumanik,2021-04-01,144.2,26.0,82.8
33.74.12,Banyumanik,2021-05-01,183.7,27.0,77.8
33.74.12,Banyumanik,2021-06-01,154.2,26.0,82.0
33.74.12,Banyumanik,2021-07-01,13.5,27.5,63.1
33.74.12,Banyumanik,2021-08-01,87.0,27.7,65.0
33.74.12,Banyumanik,2021-09-01,80.3,27.6,67.6
33.74.12,Banyumanik,2021-10-01,149.3,27.5,71.5
33.74.12,Banyumanik,2021-11-01,407.7,25.5,87.5
33.74.12,Banyumanik,2021-12-01,416.8,25.3,88.9
33.74.12,Banyumanik,2022-01-01,324.5,25.1,86.4
33.74.12,Banyumanik,2022-02-01,324.1,25.2,86.2
33.74.12,Banyumanik,2022-03-01,458.6,25.4,87.6
33.74.12,Banyumanik,2022-04-01,258.1,25.9,83.7
33.74.12,Banyumanik,2022-05-01,203.7,26.0,83.8
33.74.12,Banyumanik,2022-06-01,179.6,25.5,81.6
33.74.12,Banyumanik,2022-07-01,66.8,26.5,72.2
33.74.12,Banyumanik,2022-08-01,74.1,27.2,68.0
33.74.12,Banyumanik,2022-09-01,102.1,27.4,69.2
33.74.12,Banyumanik,2022-10-01,394.1,25.5,84.2
33.74.12,Banyumanik,2022-11-01,522.3,25.3,86.9
33.74.12,Banyumanik,2022-12-01,386.6,25.3,85.5
33.74.12,Banyumanik,2023-01-01,339.0,25.0,87.5
33.74.12,Banyumanik,2023-02-01,397.8,24.8,87.4
33.74.12,Banyumanik,2023-03-01,361.4,25.4,86.3
33.74.12,Banyumanik,2023-04-01,323.1,25.8,84.9
33.74.12,Banyumanik,2023-05-01,76.2,26.8,75.0
33.74.12,Banyumanik,2023-06-01,70.5,27.3,71.0
33.74.12,Banyumanik,2023-07-01,43.7,27.0,66.2
33.74.12,Banyumanik,2023-08-01,5.4,27.4,62.1
33.74.12,Banyumanik,2023-09-01,12.1,28.1,56.5
33.74.12,Banyumanik,2023-10-01,25.8,29.1,61.9
33.74.12,Banyumanik,2023-11-01,160.0,27.6,77.3
33.74.12,Banyumanik,2023-12-01,200.0,27.0,79.3
33.74.12,Banyumanik,2024-01-01,400.7,25.9,88.0
33.74.12,Banyumanik,2024-02-01,404.6,26.1,87.4
33.74.12,Banyumanik,2024-03-01,317.9,26.3,85.7
33.74.12,Banyumanik,2024-04-01,309.8,26.9,85.1
33.74.12,Banyumanik,2024-05-01,45.0,28.2,72.0
33.74.12,Banyumanik,2024-06-01,82.4,27.4,73.9
33.74.12,Banyumanik,2024-07-01,38.4,27.1,66.8
33.74.12,Banyumanik,2024-08-01,14.7,27.7,62.3
33.74.12,Banyumanik,2024-09-01,101.5,27.6,67.5
33.74.12,Banyumanik,2024-10-01,42.0,28.5,66.8
33.74.12,Banyumanik,2024-11-01,312.1,26.9,81.8
33.74.12,Banyumanik,2024-12-01,447.3,25.9,87.9
33.74.12,Banyumanik,2025-01-01,381.7,25.3,87.9
33.74.12,Banyumanik,2025-02-01,252.1,25.6,85.0
33.74.12,Banyumanik,2025-03-01,277.3,26.0,85.1
33.74.12,Banyumanik,2025-04-01,214.8,26.2,82.5
33.74.12,Banyumanik,2025-05-01,301.8,26.1,84.6
33.74.12,Banyumanik,2025-06-01,87.1,26.4,77.4
33.74.12,Banyumanik,2025-07-01,48.5,26.8,69.8
33.74.12,Banyumanik,2025-08-01,147.1,26.7,72.7
33.74.12,Banyumanik,2025-09-01,97.3,27.4,70.2
33.74.12,Banyumanik,2025-10-01,310.5,27.4,74.7
33.74.12,Banyumanik,2025-11-01,288.4,26.1,84.0
33.74.12,Banyumanik,2025-12-01,319.5,25.9,85.7
33.74.12,Banyumanik,2026-01-01,326.3,25.1,84.8
33.74.12,Banyumanik,2026-02-01,279.1,25.3,85.3
33.74.12,Banyumanik,2026-03-01,209.4,26.0,82.3
33.74.12,Banyumanik,2026-04-01,203.2,27.0,79.2
33.74.12,Banyumanik,2026-05-01,101.5,27.2,78.5
33.74.12,Banyumanik,2026-06-01,40.4,26.9,73.3
33.74.12,Banyumanik,2026-07-01,7.6,26.6,65.1
33.74.12,Banyumanik,2026-08-01,16.6,27.2,67.1
33.74.12,Banyumanik,2026-09-01,17.1,28.0,62.5
33.74.13,Gunungpati,2021-01-01,572.8,23.8,90.0
33.74.13,Gunungpati,2021-02-01,529.0,23.6,91.3
33.74.13,Gunungpati,2021-03-01,431.2,24.4,88.8
33.74.13,Gunungpati,2021-04-01,196.1,24.9,84.5
33.74.13,Gunungpati,2021-05-01,184.9,25.7,81.0
33.74.13,Gunungpati,2021-06-01,194.9,24.9,84.7
33.74.13,Gunungpati,2021-07-01,19.5,25.9,67.7
33.74.13,Gunungpati,2021-08-01,93.0,26.2,68.2
33.74.13,Gunungpati,2021-09-01,119.9,26.1,71.5
33.74.13,Gunungpati,2021-10-01,183.1,26.0,74.4
33.74.13,Gunungpati,2021-11-01,497.3,24.6,87.4
33.74.13,Gunungpati,2021-12-01,507.3,24.5,88.2
33.74.13,Gunungpati,2022-01-01,399.9,24.1,86.7
33.74.13,Gunungpati,2022-02-01,325.4,24.2,86.8
33.74.13,Gunungpati,2022-03-01,530.0,24.6,87.6
33.74.13,Gunungpati,2022-04-01,327.8,24.9,84.3
33.74.13,Gunungpati,2022-05-01,219.0,25.2,84.3
33.74.13,Gunungpati,2022-06-01,206.5,24.6,82.2
33.74.13,Gunungpati,2022-07-01,95.9,25.0,76.5
33.74.13,Gunungpati,2022-08-01,102.3,25.6,72.2
33.74.13,Gunungpati,2022-09-01,159.6,25.9,72.8
33.74.13,Gunungpati,2022-10-01,512.2,24.5,84.5
33.74.13,Gunungpati,2022-11-01,602.1,24.4,87.1
33.74.13,Gunungpati,2022-12-01,411.6,24.3,85.9
33.74.13,Gunungpati,2023-01-01,419.4,24.1,86.9
33.74.13,Gunungpati,2023-02-01,423.2,23.8,88.2
