kecamatan_id,kecamatan_nama,month_start,disease,cases,population,rainfall_mm,temp_mean_c,humidity_pct,rainfall_lag1,temp_lag1,humidity_lag1,rainfall_lag2,temp_lag2,humidity_lag2,rainfall_lag3,temp_lag3,humidity_lag3,rainfall_cumul_2m,cases_lag1,cases_lag2,cases_lag3,cases_ma_3m,cases_trend,temp_x_humidity,rain_x_humidity,month,month_sin,month_cos,is_pancaroba,cases_per_10k_lag1,kecamatan_encoded
33.74.15,Ngaliyan,2025-12-01,ISPA,2377,145800,289.2,26.5,84.3,242.4,26.8,81.9,290.3,27.7,75.3,127.1,27.8,69.7,532.7,2813.0,2979.0,2943.0,2911.6666666666665,-166.0,2194.92,19852.56,12,-2.4492935982947064e-16,1.0,0,192.9355281207133,14
33.74.16,Tugu,2025-04-01,ISPA,1309,32100,138.8,27.6,80.4,187.8,27.3,83.9,198.0,26.6,85.5,388.8,26.5,87.0,385.8,1598.0,1624.0,1761.0,1661.0,-26.0,2290.4700000000003,15756.420000000002,4,0.8660254037844387,-0.4999999999999998,1,497.8193146417446,15
33.74.16,Tugu,2025-05-01,ISPA,1367,32100,202.9,27.6,82.3,138.8,27.6,80.4,187.8,27.3,83.9,198.0,26.6,85.5,326.6,1309.0,1598.0,1624.0,1510.3333333333333,-289.0,2219.0400000000004,11159.520000000002,5,0.49999999999999994,-0.8660254037844387,0,407.7881619937695,15
33.74.16,Tugu,2025-06-01,ISPA,1509,32100,95.9,28.2,73.2,202.9,27.6,82.3,138.8,27.6,80.4,187.8,27.3,83.9,341.70000000000005,1367.0,1309.0,1598.0,1424.6666666666667,58.0,2271.48,16698.67,6,1.2246467991473532e-16,-1.0,0,425.85669781931466,15
33.74.16,Tugu,2025-07-01,ISPA,1690,32100,40.0,28.6,65.0,95.9,28.2,73.2,202.9,27.6,82.3,138.8,27.6,80.4,298.8,1509.0,1367.0,1309.0,1395.0,142.0,2064.2400000000002,7019.880000000001,7,-0.4999999999999997,-0.8660254037844388,0,470.0934579439253,15
33.74.16,Tugu,2025-08-01,ISPA,2036,32100,103.1,27.9,71.7,40.0,28.6,65.0,95.9,28.2,73.2,202.9,27.6,82.3,135.9,1690.0,1509.0,1367.0,1522.0,181.0,1859.0,2600.0,8,-0.8660254037844385,-0.5000000000000004,0,526.4797507788162,15
33.74.16,Tugu,2025-09-01,ISPA,2028,32100,127.1,28.5,69.9,103.1,27.9,71.7,40.0,28.6,65.0,95.9,28.2,73.2,143.1,2036.0,1690.0,1509.0,1745.0,346.0,2000.43,7392.2699999999995,9,-1.0,-1.8369701987210297e-16,0,634.2679127725858,15
33.74.16,Tugu,2025-10-01,ISPA,1971,32100,290.3,28.4,75.5,127.1,28.5,69.9,103.1,27.9,71.7,40.0,28.6,65.0,230.2,2028.0,2036.0,1690.0,1918.0,-8.0,1992.15,8884.29,10,-0.8660254037844386,0.5000000000000001,1,631.7757009345794,15
33.74.16,Tugu,2025-11-01,ISPA,2100,32100,242.4,27.5,82.0,290.3,28.4,75.5,127.1,28.5,69.9,103.1,27.9,71.7,417.4,1971.0,2028.0,2036.0,2011.6666666666667,-57.0,2144.2,21917.65,11,-0.5000000000000004,0.8660254037844384,1,614.018691588785,15
33.74.16,Tugu,2025-12-01,ISPA,1685,32100,289.2,27.2,84.4,242.4,27.5,82.0,290.3,28.4,75.5,127.1,28.5,69.9,532.7,2100.0,1971.0,2028.0,2033.0,129.0,2255.0,19876.8,12,-2.4492935982947064e-16,1.0,0,654.2056074766355,15
