kecamatan_id,kecamatan_nama,month_start,disease,cases,population,rainfall_mm,temp_mean_c,humidity_pct
33.74.02,Semarang Utara,2021-02-01,DBD,0,128450,364.0,25.775,87.45
33.74.02,Semarang Utara,2021-03-01,DBD,0,128450,164.6,26.580000000000002,85.82000000000001
33.74.02,Semarang Utara,2021-04-01,DBD,0,128450,81.0,27.225,80.8
33.74.02,Semarang Utara,2021-05-01,DBD,1,128450,154.5,28.060000000000002,76.72
33.74.02,Semarang Utara,2021-06-01,DBD,0,128450,106.4,27.1,79.9
33.74.02,Semarang Utara,2021-07-01,DBD,0,128450,12.0,28.6,61.75
33.74.02,Semarang Utara,2021-08-01,DBD,0,128450,62.800000000000004,28.78,63.52
33.74.02,Semarang Utara,2021-09-01,DBD,0,128450,59.5,28.5,69.225
33.74.02,Semarang Utara,2021-10-01,DBD,0,128450,120.0,28.375,71.65
33.74.02,Semarang Utara,2021-11-01,DBD,0,128450,283.6,26.619999999999997,85.32000000000001
33.74.02,Semarang Utara,2021-12-01,DBD,1,128450,273.5,26.45,86.92500000000001
33.74.02,Semarang Utara,2022-01-01,DBD,9,128450,292.9,26.24,84.66
33.74.02,Semarang Utara,2022-02-01,DBD,7,128450,226.10000000000002,26.35,84.7
33.74.02,Semarang Utara,2022-03-01,DBD,3,128450,213.5,26.65,85.775
33.74.02,Semarang Utara,2022-04-01,DBD,5,128450,111.19999999999999,27.05,81.775
33.74.02,Semarang Utara,2022-05-01,DBD,5,128450,188.2,27.139999999999997,82.36
33.74.02,Semarang Utara,2022-06-01,DBD,8,128450,163.9,26.725,79.075
33.74.02,Semarang Utara,2022-07-01,DBD,2,128450,70.5,27.425,71.525
33.74.02,Semarang Utara,2022-08-01,DBD,7,128450,47.4,28.22,67.34
33.74.02,Semarang Utara,2022-09-01,DBD,3,128450,81.1,28.2,70.575
33.74.02,Semarang Utara,2022-10-01,DBD,2,128450,337.7,26.580000000000002,83.3
33.74.02,Semarang Utara,2022-11-01,DBD,9,128450,229.4,26.4,85.675
33.74.02,Semarang Utara,2022-12-01,DBD,6,128450,206.5,26.4,83.825
33.74.02,Semarang Utara,2023-01-01,DBD,5,128450,238.1,26.18,85.64000000000001
33.74.02,Semarang Utara,2023-02-01,DBD,5,128450,429.20000000000005,25.875,86.225
33.74.02,Semarang Utara,2023-03-01,DBD,5,128450,162.1,26.55,84.725
33.74.02,Semarang Utara,2023-04-01,DBD,11,128450,152.1,27.05,83.025
33.74.02,Semarang Utara,2023-05-01,DBD,3,128450,67.0,28.0,73.5
33.74.02,Semarang Utara,2023-06-01,DBD,2,128450,48.8,28.3,70.5
33.74.02,Semarang Utara,2023-07-01,DBD,0,128450,16.6,28.46,62.8
33.74.02,Semarang Utara,2023-08-01,DBD,1,128450,1.8,28.325,60.2
33.74.02,Semarang Utara,2023-09-01,DBD,0,128450,13.7,29.075,57.225
33.74.02,Semarang Utara,2023-10-01,DBD,1,128450,50.5,29.7,64.92
33.74.02,Semarang Utara,2023-11-01,DBD,0,128450,110.7,28.275,78.425
33.74.02,Semarang Utara,2023-12-01,DBD,0,128450,86.1,28.275,76.525
33.74.02,Semarang Utara,2024-01-01,DBD,2,128450,328.2,27.0,86.12
33.74.02,Semarang Utara,2024-02-01,DBD,3,128450,210.4,27.35,85.15
33.74.02,Semarang Utara,2024-03-01,DBD,2,128450,200.5,27.425,83.625
33.74.02,Semarang Utara,2024-04-01,DBD,2,128450,199.0,28.24,81.05999999999999
33.74.02,Semarang Utara,2024-05-01,DBD,3,128450,42.8,29.924999999999997,66.35
33.74.02,Semarang Utara,2024-06-01,DBD,2,128450,51.8,28.575,71.275
33.74.02,Semarang Utara,2024-07-01,DBD,1,128450,47.8,28.26,65.64
33.74.02,Semarang Utara,2024-08-01,DBD,0,128450,2.7,28.75,60.65
33.74.02,Semarang Utara,2024-09-01,DBD,0,128450,87.4,28.860000000000003,66.48
33.74.02,Semarang Utara,2024-10-01,DBD,1,128450,98.9,29.25,67.4
33.74.02,Semarang Utara,2024-11-01,DBD,0,128450,248.89999999999998,27.925,81.30000000000001
33.74.02,Semarang Utara,2024-12-01,DBD,1,128450,287.4,27.0,86.725
33.74.02,Semarang Utara,2025-01-01,DBD,2,128450,263.0,26.5,86.075
33.74.02,Semarang Utara,2025-02-01,DBD,4,128450,165.8,26.725,84.075
33.74.02,Semarang Utara,2025-03-01,DBD,4,128450,175.2,27.28,82.56
33.74.02,Semarang Utara,2025-04-01,DBD,1,128450,129.2,27.85,78.30000000000001
33.74.02,Semarang Utara,2025-05-01,DBD,2,128450,211.6,27.35,83.025
33.74.02,Semarang Utara,2025-06-01,DBD,0,128450,107.39999999999999,28.04,72.86
33.74.02,Semarang Utara,2025-07-01,DBD,1,128450,28.4,28.675,63.050000000000004
33.74.02,Semarang Utara,2025-08-01,DBD,0,128450,130.1,27.825,71.375
